role,experience_years,education,num_projects,certifications,location_tier,company_type,skills,salary_lpa
Data Analyst,0.3,Bachelors,3,2,Tier-3,Product-based,data visualization|excel|power bi|python|r|statistics|tableau,6.16
Product Manager,10.3,Bachelors,7,1,Tier-1,Product-based,a/b testing|data visualization|jira|stakeholder management|user research,43.17
Machine Learning Engineer,0.4,Masters,3,0,Tier-1,Service-based,airflow|aws|deep learning|docker|machine learning|python|pytorch|tensorflow,9.66
Data Analyst,0.7,Bachelors,4,1,Tier-2,Enterprise,excel|power bi|python|sql|statistics|tableau,6.35
Data Analyst,2.1,Bachelors,5,0,Tier-1,Startup,data visualization|excel|power bi|python|requirements gathering|sql|tableau,8.86
DevOps Engineer,2.4,Bachelors,2,1,Tier-2,Product-based,aws|ci/cd|kubernetes|linux|python|system design|terraform,14.38
Machine Learning Engineer,7.2,Bachelors,1,2,Tier-1,Product-based,aws|deep learning|docker|keras|machine learning|python|pytorch|scikit-learn|sql|tensorflow,26.47
Backend Developer,2.3,Bachelors,7,2,Tier-2,Product-based,django|flask|java|mongodb|postgresql|sql|system design,14.05
AI Engineer,1.0,Masters,4,0,Tier-3,Startup,computer vision|deep learning|kubernetes|machine learning|nlp|pytorch|tensorflow,11.07
DevOps Engineer,1.9,Bachelors,3,0,Tier-2,Startup,aws|docker|jenkins|kubernetes|linux|python|terraform,11.25
Cybersecurity Analyst,7.0,Bachelors,3,0,Tier-1,Enterprise,linux|network security|penetration testing|siem,19.64
Data Scientist,0.6,Bachelors,6,0,Tier-1,Service-based,data visualization|machine learning|numpy|python|scikit-learn|sql,8.47
Product Manager,0.7,Bachelors,3,3,Tier-1,Startup,agile|product management|stakeholder management|user research,13.66
UI/UX Designer,1.0,Bachelors,4,0,Tier-2,Service-based,agile|figma|html|ui/ux design|user research,5.83
Cloud Engineer,0.4,Masters,4,1,Tier-1,Product-based,azure|ci/cd|docker|gcp|jenkins|kubernetes|linux|system design|terraform,13.12
Data Analyst,5.3,Bachelors,3,2,Tier-3,Service-based,data visualization|excel|matplotlib|pandas|power bi|python|requirements gathering|tableau,8.82
UI/UX Designer,1.4,Masters,3,0,Tier-3,Product-based,a/b testing|figma|ui/ux design|wireframing,8.53
Cybersecurity Analyst,2.4,Masters,6,1,Tier-2,Startup,aws|ci/cd|linux|network security|penetration testing|python|risk assessment|siem,11.49
Data Analyst,5.7,Bachelors,6,0,Tier-1,Enterprise,data visualization|excel|pandas|power bi|requirements gathering|sql|statistics|tableau,14.03
Cloud Engineer,3.5,Bachelors,5,1,Tier-1,Product-based,aws|azure|docker|python|terraform,16.78
Software Engineer,3.0,Masters,6,1,Tier-1,Startup,algorithms|c++|data structures|git|python,13.97
Software Engineer,0.8,Masters,4,2,Tier-3,Service-based,agile|algorithms|data structures|git|java|linux|oop|rest api|system design,7.99
DevOps Engineer,2.6,Bachelors,5,2,Tier-1,Service-based,ci/cd|kubernetes|linux|terraform,11.19
Software Engineer,2.2,Masters,6,1,Tier-1,Service-based,algorithms|data structures|git|java|oop|python|system design,11.42
Machine Learning Engineer,6.5,Bachelors,5,2,Tier-2,Product-based,airflow|docker|python|scikit-learn|system design|tensorflow,22.13
Backend Developer,1.8,Masters,5,0,Tier-1,Enterprise,java|mongodb|python|rest api|system design,12.71
Product Manager,4.8,Bachelors,6,1,Tier-1,Startup,a/b testing|agile|product management|requirements gathering|stakeholder management,26.26
AI Engineer,3.0,Masters,5,1,Tier-2,Enterprise,computer vision|kubernetes|machine learning|nlp|python|pytorch|scikit-learn,16.22
Machine Learning Engineer,2.3,Masters,2,4,Tier-3,Product-based,deep learning|machine learning|pytorch|scikit-learn|tensorflow,14.31
Full Stack Developer,15.0,Bachelors,5,0,Tier-1,Service-based,css|django|docker|html|mongodb|node.js|react,27.62
Product Manager,2.9,Bachelors,4,0,Tier-1,Product-based,a/b testing|agile|jira|product management|requirements gathering,19.95
Data Analyst,2.0,Masters,7,0,Tier-1,Service-based,data visualization|matplotlib|pandas|power bi|requirements gathering|tableau,9.25
DevOps Engineer,0.9,Bachelors,10,0,Tier-2,Product-based,aws|docker|gcp|jenkins|kubernetes|python|system design|terraform,10.23
Data Analyst,3.2,Bachelors,1,0,Tier-1,Service-based,data visualization|excel|pandas|power bi|python|sql|statistics|tableau,8.84
DevOps Engineer,10.0,Bachelors,3,1,Tier-2,Product-based,aws|docker|jenkins|linux|terraform,28.48
Product Manager,3.7,PhD,1,2,Tier-1,Product-based,agile|jira|product management|requirements gathering|stakeholder management,30.14
DevOps Engineer,2.5,PhD,8,0,Tier-2,Startup,azure|ci/cd|docker|gcp|jenkins|kubernetes|linux|system design|terraform,15.3
Product Manager,6.2,Masters,4,2,Tier-1,Product-based,data visualization|jira|product management|stakeholder management|user research|wireframing,33.64
Machine Learning Engineer,0.2,Bachelors,5,0,Tier-1,Service-based,keras|machine learning|python|pytorch|scikit-learn|tensorflow,7.33
Product Manager,3.6,Bachelors,4,2,Tier-2,Service-based,a/b testing|data visualization|jira|product management|requirements gathering|sql|stakeholder management,15.51
Backend Developer,5.6,PhD,5,1,Tier-1,Service-based,docker|java|python|redis|rest api|spring boot|sql|system design,16.46
Backend Developer,1.2,Bachelors,2,1,Tier-2,Product-based,fastapi|java|postgresql|rest api|sql,8.57
Frontend Developer,4.0,Masters,3,0,Tier-3,Startup,agile|git|html|javascript|react|typescript,10.46
Cybersecurity Analyst,2.7,Bachelors,3,1,Tier-1,Startup,aws|ci/cd|linux|penetration testing|risk assessment,12.36
Frontend Developer,8.0,Masters,2,2,Tier-1,Product-based,css|git|html|javascript|typescript,23.17
Backend Developer,4.6,Masters,5,0,Tier-3,Product-based,fastapi|flask|postgresql|redis|rest api|system design,11.49
Business Analyst,1.3,Masters,1,1,Tier-2,Product-based,data visualization|excel|power bi|sql|stakeholder management,8.84
Software Engineer,1.6,Bachelors,3,1,Tier-2,Startup,agile|algorithms|data structures|git|java|linux|oop|python,9.74
Cybersecurity Analyst,2.1,Bachelors,7,2,Tier-1,Startup,aws|linux|network security|siem,12.35
AI Engineer,0.1,Masters,3,0,Tier-1,Service-based,computer vision|nlp|python|system design,10.92
Frontend Developer,9.6,Masters,4,0,Tier-2,Service-based,git|html|javascript|rest api|typescript,17.67
Machine Learning Engineer,0.5,Bachelors,4,3,Tier-1,Enterprise,airflow|machine learning|pytorch|scikit-learn|tensorflow,12.41
Data Scientist,0.4,Bachelors,8,0,Tier-2,Startup,data visualization|matplotlib|numpy|power bi|scikit-learn|sql|tensorflow,8.74
Business Analyst,15.0,Masters,7,2,Tier-2,Enterprise,data visualization|excel|jira|power bi|requirements gathering|sql|stakeholder management|statistics,23.47
Cybersecurity Analyst,5.7,Bachelors,5,0,Tier-2,Product-based,azure|ci/cd|linux|penetration testing|python|risk assessment,17.74
Software Engineer,10.1,Bachelors,3,0,Tier-2,Startup,algorithms|c++|java|rest api,20.89
DevOps Engineer,2.8,Bachelors,3,1,Tier-1,Startup,aws|ci/cd|docker|gcp|jenkins|kubernetes|linux|system design,13.18
Product Manager,1.9,Bachelors,2,0,Tier-1,Service-based,agile|jira|product management|requirements gathering|sql|user research|wireframing,14.54
Full Stack Developer,1.9,Bachelors,6,3,Tier-1,Product-based,docker|flask|html|react|rest api|sql,12.75
Cloud Engineer,3.7,Masters,5,1,Tier-1,Service-based,aws|azure|docker|gcp|jenkins|kubernetes|linux|python|terraform,16.87
Software Engineer,1.3,Bachelors,4,0,Tier-1,Service-based,agile|algorithms|c++|git|java|oop|rest api|sql|system design,7.47
Business Analyst,1.4,Bachelors,2,4,Tier-2,Service-based,power bi|python|requirements gathering|stakeholder management,7.04
Frontend Developer,2.5,Bachelors,1,1,Tier-1,Enterprise,agile|css|figma|git|html|javascript|react,9.14
Machine Learning Engineer,0.3,Bachelors,7,2,Tier-2,Startup,deep learning|docker|python|pytorch|scikit-learn,11.66
Frontend Developer,3.4,Bachelors,2,1,Tier-1,Product-based,agile|css|git|html|javascript|react|typescript,13.53
Cloud Engineer,4.8,Bachelors,1,1,Tier-1,Product-based,aws|gcp|jenkins|kubernetes|python|system design,20.7
Product Manager,0.7,Masters,2,1,Tier-2,Service-based,a/b testing|agile|data visualization|product management|sql|stakeholder management|user research,12.42
Frontend Developer,4.4,PhD,2,1,Tier-2,Product-based,agile|css|git|html|javascript|react|rest api|typescript,15.09
Business Analyst,1.1,Bachelors,5,0,Tier-3,Startup,data visualization|excel|power bi|sql,5.9
Cloud Engineer,9.6,Masters,3,1,Tier-3,Service-based,aws|ci/cd|docker|jenkins|terraform,17.61
Data Analyst,6.3,Bachelors,6,4,Tier-2,Product-based,data visualization|excel|matplotlib|pandas|power bi|sql|statistics|tableau,16.37
AI Engineer,0.9,Bachelors,2,2,Tier-3,Startup,machine learning|nlp|python|pytorch,9.91
Frontend Developer,0.9,Bachelors,2,0,Tier-1,Service-based,agile|css|git|node.js|react|rest api,7.6
DevOps Engineer,5.5,Bachelors,4,5,Tier-1,Service-based,aws|docker|jenkins|kubernetes|linux|terraform,16.8
Cloud Engineer,3.0,Masters,2,2,Tier-2,Product-based,azure|ci/cd|gcp|jenkins|kubernetes|linux|python,16.17
Data Scientist,0.4,Bachelors,3,0,Tier-2,Enterprise,data visualization|machine learning|pandas|python|scikit-learn|seaborn|sql|statistics,8.9
Cybersecurity Analyst,3.2,Bachelors,6,2,Tier-1,Product-based,aws|ci/cd|linux|network security|penetration testing|python|risk assessment|siem,16.86
Software Engineer,0.7,Bachelors,7,0,Tier-3,Service-based,c++|data structures|git|java|oop|python|rest api|system design,6.54
Data Scientist,0.7,PhD,5,2,Tier-3,Enterprise,machine learning|numpy|python|r|seaborn|sql|statistics,9.98
Product Manager,5.4,Bachelors,3,1,Tier-2,Product-based,a/b testing|agile|jira|product management|requirements gathering|sql,24.56
Data Scientist,5.8,Bachelors,5,0,Tier-2,Startup,data visualization|machine learning|scikit-learn|seaborn|sql|statistics,22.57
Cybersecurity Analyst,1.8,Bachelors,5,2,Tier-1,Service-based,azure|linux|network security|python|risk assessment|siem,9.74
Data Analyst,1.2,Bachelors,4,2,Tier-1,Startup,data visualization|excel|matplotlib|power bi|python|sql|statistics|tableau,8.29
Software Engineer,6.5,Bachelors,6,1,Tier-2,Service-based,c++|data structures|git|oop|python|system design,12.54
UI/UX Designer,1.4,Masters,3,3,Tier-3,Service-based,figma|prototyping|ui/ux design|user research|wireframing,7.28
DevOps Engineer,10.5,Masters,2,0,Tier-1,Enterprise,aws|ci/cd|gcp|jenkins|kubernetes|system design|terraform,31.01
Full Stack Developer,1.1,Bachelors,7,2,Tier-3,Enterprise,html|javascript|python|react|sql,7.97
Data Analyst,3.7,PhD,7,0,Tier-3,Service-based,data visualization|power bi|python|sql|statistics|tableau,10.27
Full Stack Developer,0.5,Bachelors,4,2,Tier-1,Product-based,css|html|javascript|node.js|react|rest api,9.87
Cloud Engineer,3.2,Masters,2,0,Tier-2,Startup,azure|ci/cd|gcp|jenkins|linux|python|terraform,15.07
Software Engineer,3.5,Bachelors,7,0,Tier-1,Startup,algorithms|c++|git|oop|system design,12.88
Business Analyst,1.2,Bachelors,3,3,Tier-2,Service-based,data visualization|excel|sql|stakeholder management,7.73
DevOps Engineer,0.7,Bachelors,6,1,Tier-1,Product-based,aws|ci/cd|docker|jenkins|kubernetes|linux|system design,12.93
DevOps Engineer,2.6,Bachelors,4,2,Tier-1,Startup,ci/cd|docker|gcp|kubernetes|linux|system design|terraform,15.24
DevOps Engineer,8.3,Masters,3,1,Tier-1,Enterprise,azure|ci/cd|docker|gcp|jenkins|kubernetes|python|terraform,26.16
Cloud Engineer,3.9,Bachelors,4,0,Tier-2,Startup,aws|azure|ci/cd|gcp|jenkins|kubernetes,13.19
Data Analyst,13.2,Bachelors,2,2,Tier-1,Product-based,data visualization|excel|power bi|python|statistics|tableau,25.64
AI Engineer,0.0,Bachelors,7,1,Tier-2,Product-based,computer vision|deep learning|machine learning|nlp|python|pytorch|tensorflow,13.54
AI Engineer,0.7,Masters,3,1,Tier-2,Startup,aws|computer vision|docker|kubernetes|machine learning|python|pytorch|tensorflow,12.51
AI Engineer,5.3,Bachelors,5,1,Tier-2,Startup,computer vision|deep learning|docker|nlp|python|pytorch|tensorflow,19.92
AI Engineer,0.4,Bachelors,2,1,Tier-2,Enterprise,aws|computer vision|docker|kubernetes|machine learning|nlp|python|pytorch|tensorflow,11.22
Full Stack Developer,0.2,Bachelors,1,1,Tier-3,Startup,css|html|javascript|node.js|rest api|sql,6.17
Data Analyst,3.0,Bachelors,4,0,Tier-2,Startup,data visualization|excel|power bi|python|r|statistics|tableau,7.75
Product Manager,5.7,Bachelors,4,1,Tier-1,Product-based,a/b testing|agile|jira|product management|requirements gathering|stakeholder management,29.76
UI/UX Designer,0.8,Bachelors,3,0,Tier-1,Startup,figma|html|prototyping|ui/ux design|user research|wireframing,6.18
Data Scientist,1.0,Bachelors,4,1,Tier-1,Service-based,data visualization|machine learning|numpy|pandas|power bi|python|scikit-learn|sql|statistics,11.12
Business Analyst,3.9,Bachelors,2,1,Tier-3,Product-based,data visualization|excel|requirements gathering|stakeholder management,8.79
Business Analyst,2.5,Masters,6,2,Tier-1,Product-based,agile|excel|power bi|requirements gathering|stakeholder management|statistics,12.76
Business Analyst,3.5,Bachelors,7,0,Tier-2,Startup,agile|excel|jira|power bi|python|requirements gathering|stakeholder management,10.1
Cloud Engineer,1.0,Bachelors,2,2,Tier-2,Product-based,aws|azure|ci/cd|kubernetes|linux|terraform,10.39
Full Stack Developer,5.8,Bachelors,6,0,Tier-1,Product-based,css|html|javascript|node.js|rest api|sql,20.41
Machine Learning Engineer,1.6,Bachelors,5,0,Tier-1,Service-based,airflow|deep learning|docker|pytorch|scikit-learn,10.46
Product Manager,0.3,Bachelors,4,1,Tier-1,Enterprise,a/b testing|agile|stakeholder management,13.98
Cybersecurity Analyst,1.6,Bachelors,3,1,Tier-3,Service-based,azure|ci/cd|penetration testing|python|risk assessment|siem,6.82
Full Stack Developer,7.6,Bachelors,8,0,Tier-1,Service-based,django|docker|javascript|node.js|python|react|rest api|sql,16.83
Full Stack Developer,4.7,Bachelors,4,0,Tier-1,Product-based,css|node.js|react|sql,17.34
DevOps Engineer,0.9,Masters,5,3,Tier-1,Service-based,aws|azure|docker|gcp|jenkins|kubernetes|linux|python|terraform,9.8
Machine Learning Engineer,0.0,Masters,4,2,Tier-3,Service-based,deep learning|docker|keras|machine learning|pytorch|tensorflow,7.36
Full Stack Developer,2.2,Bachelors,3,0,Tier-2,Startup,css|django|mongodb|python|react|rest api|sql,9.53
Business Analyst,4.1,Bachelors,4,0,Tier-1,Service-based,data visualization|excel|power bi|python|requirements gathering|sql|stakeholder management|statistics,10.09
Data Analyst,3.7,PhD,3,2,Tier-1,Startup,data visualization|excel|numpy|pandas|power bi|requirements gathering|sql|statistics,14.58
Software Engineer,5.4,Bachelors,2,2,Tier-1,Service-based,agile|algorithms|c++|java|oop|rest api|system design,12.63
Product Manager,1.6,Bachelors,4,0,Tier-1,Service-based,agile|jira|requirements gathering|stakeholder management,12.98
Product Manager,7.5,Bachelors,6,2,Tier-3,Service-based,agile|product management|requirements gathering|stakeholder management|user research,21.09
Product Manager,0.6,Masters,5,0,Tier-2,Product-based,a/b testing|agile|data visualization|jira|product management|sql|stakeholder management|wireframing,14.29
Cloud Engineer,5.4,Masters,3,2,Tier-2,Startup,aws|azure|gcp|jenkins|kubernetes|linux|python|terraform,20.35
Cloud Engineer,0.1,Masters,4,1,Tier-1,Product-based,aws|azure|ci/cd|gcp|kubernetes|linux|system design|terraform,12.56
Business Analyst,2.1,Bachelors,3,1,Tier-2,Service-based,agile|data visualization|excel|power bi|requirements gathering|sql|statistics,7.25
Business Analyst,4.2,Masters,3,0,Tier-2,Service-based,agile|data visualization|excel|power bi|requirements gathering|sql|stakeholder management|statistics,10.14
Data Scientist,1.2,Bachelors,2,0,Tier-1,Product-based,data visualization|machine learning|numpy|pandas|power bi|python|scikit-learn|sql|statistics,14.15
DevOps Engineer,2.2,Bachelors,10,1,Tier-2,Startup,aws|azure|ci/cd|docker|jenkins|linux|python|system design|terraform,12.63
Backend Developer,11.0,Masters,5,0,Tier-2,Product-based,java|postgresql|redis|rest api,26.17
Product Manager,2.2,Bachelors,5,0,Tier-2,Product-based,a/b testing|agile|product management|requirements gathering|stakeholder management,17.34
Frontend Developer,1.4,Bachelors,3,1,Tier-2,Service-based,git|javascript|react|typescript,6.39
Frontend Developer,9.5,Bachelors,5,0,Tier-2,Service-based,css|figma|git|node.js|react|rest api|typescript,13.24
UI/UX Designer,5.7,Bachelors,3,1,Tier-1,Startup,agile|prototyping|ui/ux design|user research|wireframing,14.22
Product Manager,0.5,Masters,5,0,Tier-1,Product-based,a/b testing|agile|data visualization|jira|product management|requirements gathering|stakeholder management|wireframing,16.08
Product Manager,1.8,Bachelors,2,0,Tier-1,Enterprise,a/b testing|data visualization|jira|requirements gathering|sql|user research,17.77
UI/UX Designer,3.5,Bachelors,6,2,Tier-2,Product-based,agile|css|figma|prototyping|ui/ux design|user research,12.34
Backend Developer,1.9,Masters,5,0,Tier-2,Startup,docker|flask|java|node.js|postgresql|rest api|spring boot|sql|system design,9.95
Data Analyst,3.3,PhD,5,1,Tier-1,Product-based,data visualization|excel|power bi|python|sql|statistics|tableau,13.71
Software Engineer,6.9,Bachelors,3,2,Tier-2,Service-based,algorithms|c++|data structures|java|oop|python|system design,12.07
AI Engineer,5.2,Bachelors,4,1,Tier-1,Product-based,computer vision|machine learning|tensorflow,27.6
Frontend Developer,9.1,Bachelors,2,1,Tier-2,Startup,html|javascript|react|typescript,20.63
Machine Learning Engineer,4.5,Bachelors,3,0,Tier-3,Enterprise,aws|docker|python|pytorch|tensorflow|xgboost,15.65
Data Analyst,3.6,Bachelors,5,1,Tier-1,Startup,data visualization|excel|numpy|python|r|requirements gathering|sql|statistics,12.45
Frontend Developer,0.1,Bachelors,5,0,Tier-3,Service-based,agile|figma|git|html|javascript|typescript,5.62
UI/UX Designer,0.6,Bachelors,5,3,Tier-2,Startup,figma|ui/ux design|user research|wireframing,7.09
Cybersecurity Analyst,1.2,Bachelors,4,0,Tier-1,Enterprise,aws|azure|linux|python|risk assessment|siem,12.3
Product Manager,0.7,Masters,5,2,Tier-3,Enterprise,a/b testing|agile|product management|requirements gathering|stakeholder management|user research|wireframing,10.87
Product Manager,7.3,Bachelors,3,0,Tier-1,Product-based,a/b testing|jira|product management|requirements gathering|sql|stakeholder management,41.02
Software Engineer,4.1,Bachelors,5,1,Tier-1,Product-based,agile|algorithms|c++|data structures|git|java|python|rest api|system design,15.0
Backend Developer,2.9,PhD,3,1,Tier-1,Startup,fastapi|java|postgresql|python|rest api|spring boot|sql|system design,13.02
Cybersecurity Analyst,0.9,Bachelors,4,0,Tier-2,Product-based,azure|ci/cd|linux|penetration testing|python|risk assessment|siem,9.71
Data Analyst,9.6,Bachelors,4,0,Tier-1,Product-based,data visualization|excel|pandas|python|statistics|tableau,19.54
Cloud Engineer,0.7,Bachelors,2,0,Tier-1,Enterprise,aws|azure|ci/cd|docker|gcp|kubernetes,10.59
Cybersecurity Analyst,3.9,Masters,6,1,Tier-2,Product-based,linux|network security|penetration testing|risk assessment,17.39
Data Analyst,2.4,Bachelors,7,0,Tier-3,Product-based,excel|power bi|sql|statistics,9.21
Business Analyst,5.7,Bachelors,2,1,Tier-2,Service-based,excel|power bi|python|requirements gathering|sql|stakeholder management,11.08
AI Engineer,0.0,PhD,5,1,Tier-1,Product-based,aws|computer vision|deep learning|docker|machine learning|nlp|pytorch|tensorflow,17.57
AI Engineer,1.8,Bachelors,2,0,Tier-1,Product-based,docker|nlp|python|pytorch|scikit-learn|system design|tensorflow,16.5
Frontend Developer,1.7,Bachelors,1,1,Tier-1,Service-based,css|figma|git|javascript|node.js|react|rest api,9.13
AI Engineer,2.7,Bachelors,2,0,Tier-2,Service-based,aws|computer vision|deep learning|docker|kubernetes|machine learning|pytorch,11.47
Software Engineer,0.2,Masters,6,1,Tier-2,Startup,algorithms|c++|data structures|git|java|oop|system design,9.8
Data Scientist,2.3,Bachelors,1,0,Tier-2,Product-based,data visualization|excel|machine learning|matplotlib|numpy|pandas|r|scikit-learn|sql|statistics,15.27
Frontend Developer,7.8,Bachelors,5,0,Tier-3,Enterprise,css|figma|git|html|javascript|node.js|react|rest api|typescript,12.92
Data Scientist,1.8,Bachelors,2,1,Tier-1,Startup,data visualization|machine learning|numpy|pandas|python|statistics|tensorflow,13.54
Backend Developer,2.1,Bachelors,1,1,Tier-3,Startup,docker|fastapi|java|postgresql|python|rest api,7.92
Cloud Engineer,1.3,Bachelors,6,1,Tier-1,Product-based,aws|ci/cd|docker|gcp|kubernetes|linux|terraform,15.47
UI/UX Designer,0.1,Masters,3,0,Tier-2,Product-based,figma|ui/ux design|user research|wireframing,7.33
Machine Learning Engineer,1.8,Bachelors,3,2,Tier-1,Product-based,aws|deep learning|docker|keras|machine learning|python|pytorch|scikit-learn|tensorflow,14.58
Cybersecurity Analyst,5.9,Bachelors,3,2,Tier-1,Enterprise,azure|network security|risk assessment|siem,17.84
Backend Developer,0.1,Bachelors,5,0,Tier-2,Service-based,django|fastapi|node.js|postgresql|redis|sql,6.18
Data Analyst,2.7,Bachelors,4,2,Tier-2,Product-based,data visualization|excel|matplotlib|pandas|power bi|requirements gathering|sql|statistics|tableau,11.85
AI Engineer,3.1,Bachelors,4,1,Tier-2,Service-based,aws|computer vision|docker|machine learning|pytorch|tensorflow,13.72
Frontend Developer,2.5,Bachelors,6,0,Tier-2,Startup,agile|css|figma|git|html|javascript|rest api|typescript,9.48
Machine Learning Engineer,6.8,Masters,2,3,Tier-2,Product-based,docker|python|pytorch|system design|tensorflow,26.31
Cybersecurity Analyst,3.5,Masters,2,0,Tier-1,Product-based,aws|azure|ci/cd|linux|network security|penetration testing|siem,15.07
Data Scientist,3.5,Bachelors,5,0,Tier-3,Service-based,deep learning|pandas|power bi|r|sql|statistics,9.68
Data Analyst,0.4,Bachelors,1,0,Tier-1,Product-based,data visualization|excel|power bi|python|sql|statistics|tableau,7.62
Data Scientist,0.4,Masters,3,3,Tier-2,Startup,data visualization|machine learning|numpy|pandas|python|scikit-learn|sql|statistics,11.05
Product Manager,3.7,Bachelors,4,1,Tier-2,Service-based,a/b testing|jira|product management|requirements gathering|stakeholder management|wireframing,16.21
Product Manager,9.7,Bachelors,4,1,Tier-2,Product-based,a/b testing|agile|jira|product management|requirements gathering|stakeholder management|user research,39.29
Data Scientist,0.5,Masters,1,1,Tier-1,Startup,data visualization|machine learning|numpy|pandas|python|scikit-learn|sql|statistics|tensorflow,11.94
DevOps Engineer,1.9,Bachelors,3,1,Tier-3,Service-based,aws|docker|kubernetes|linux|terraform,8.55
UI/UX Designer,3.7,Bachelors,5,2,Tier-3,Product-based,a/b testing|agile|css|figma|prototyping|ui/ux design|user research|wireframing,9.25
Cybersecurity Analyst,4.7,Bachelors,4,0,Tier-1,Product-based,linux|network security|penetration testing|siem,19.92
Cybersecurity Analyst,4.2,Masters,2,1,Tier-1,Startup,aws|ci/cd|network security|penetration testing|python|risk assessment|siem,16.58
DevOps Engineer,1.0,Masters,3,2,Tier-1,Service-based,aws|azure|ci/cd|docker|jenkins|kubernetes|terraform,11.13
AI Engineer,2.8,Masters,3,2,Tier-1,Startup,computer vision|deep learning|machine learning|nlp|python,20.79
Machine Learning Engineer,2.1,Masters,3,1,Tier-1,Service-based,aws|deep learning|docker|python,14.21
Cloud Engineer,0.3,Masters,6,0,Tier-1,Product-based,aws|azure|ci/cd|docker|gcp|jenkins|kubernetes|linux|python|terraform,13.51
Backend Developer,1.4,Bachelors,3,0,Tier-3,Startup,flask|java|mongodb|node.js|postgresql|python|redis|rest api|sql|system design,7.67
Data Scientist,9.9,Masters,4,2,Tier-2,Service-based,machine learning|numpy|pandas|python|sql|statistics,22.71
UI/UX Designer,1.0,Masters,5,1,Tier-1,Product-based,ui/ux design|user research|wireframing,11.96
Business Analyst,0.0,Masters,2,1,Tier-1,Startup,agile|excel|power bi|python|requirements gathering|sql|stakeholder management|statistics,7.86
Data Scientist,4.8,Bachelors,2,1,Tier-3,Product-based,data visualization|machine learning|numpy|pandas|python|scikit-learn|sql|statistics,14.4
DevOps Engineer,0.2,Bachelors,4,0,Tier-2,Product-based,aws|azure|ci/cd|gcp|jenkins|linux|terraform,7.88
Cloud Engineer,1.8,Bachelors,6,0,Tier-3,Startup,aws|azure|ci/cd|docker|jenkins|kubernetes|python|system design,9.05
Frontend Developer,1.6,Bachelors,5,0,Tier-1,Startup,css|git|react|typescript,9.4
Data Scientist,0.8,Masters,6,1,Tier-1,Product-based,data visualization|pandas|power bi|python|r|scikit-learn|sql,12.91
Machine Learning Engineer,1.2,PhD,3,1,Tier-2,Startup,airflow|deep learning|docker|kubernetes|python|pytorch|scikit-learn|sql|tensorflow,14.23
Cybersecurity Analyst,1.8,Masters,3,0,Tier-1,Service-based,linux|network security|penetration testing|risk assessment|siem,10.31
Data Scientist,1.8,Bachelors,4,1,Tier-1,Service-based,data visualization|machine learning|python|scikit-learn|sql|statistics,10.88
Full Stack Developer,0.2,Bachelors,5,1,Tier-2,Product-based,docker|html|javascript|rest api|sql,9.88
Backend Developer,5.9,Bachelors,4,0,Tier-3,Service-based,flask|java|node.js|postgresql|python|redis|rest api|spring boot|sql|system design,11.79
Machine Learning Engineer,0.1,Bachelors,5,1,Tier-1,Startup,deep learning|machine learning|scikit-learn|system design|xgboost,9.87
Cloud Engineer,1.1,Bachelors,6,2,Tier-1,Service-based,aws|azure|ci/cd|docker|gcp|kubernetes|linux|python|system design|terraform,10.56
Backend Developer,0.6,Bachelors,4,0,Tier-1,Service-based,java|node.js|postgresql|python|rest api|system design,7.55
Cybersecurity Analyst,4.0,Bachelors,5,1,Tier-2,Enterprise,linux|penetration testing|siem,13.63
UI/UX Designer,0.4,Bachelors,3,1,Tier-2,Product-based,agile|css|figma|html|ui/ux design|user research|wireframing,7.45
Product Manager,11.9,Bachelors,6,0,Tier-3,Startup,a/b testing|agile|data visualization|jira|product management|requirements gathering,30.52
Software Engineer,2.5,Masters,4,2,Tier-1,Enterprise,c++|git|java|linux|python|rest api,13.48
AI Engineer,0.9,Bachelors,6,0,Tier-1,Startup,computer vision|deep learning|docker|machine learning|nlp|pytorch|tensorflow,13.73
Backend Developer,1.2,Bachelors,4,1,Tier-1,Startup,postgresql|python|rest api|sql|system design,10.37
Data Analyst,2.9,Bachelors,5,1,Tier-2,Product-based,data visualization|matplotlib|pandas|requirements gathering|sql|statistics,10.93
UI/UX Designer,1.8,Masters,5,2,Tier-2,Enterprise,a/b testing|agile|html|ui/ux design|user research|wireframing,8.38
Frontend Developer,0.9,Masters,4,1,Tier-2,Product-based,agile|css|git|html|react|typescript,9.87
Software Engineer,4.5,Masters,2,1,Tier-1,Service-based,c++|data structures|git|java|linux|oop|system design,13.15
AI Engineer,5.1,Bachelors,2,0,Tier-1,Service-based,aws|computer vision|deep learning|kubernetes|machine learning|nlp|python|pytorch,21.3
Data Analyst,0.7,Masters,2,3,Tier-1,Product-based,excel|power bi|python|statistics,11.57
Software Engineer,4.1,Bachelors,5,3,Tier-2,Startup,algorithms|c++|python|system design,12.41
AI Engineer,2.4,Masters,3,2,Tier-3,Startup,deep learning|nlp|python|pytorch|tensorflow,14.43
Business Analyst,8.3,Masters,7,2,Tier-1,Service-based,data visualization|requirements gathering|sql|stakeholder management,16.52
Full Stack Developer,3.1,Bachelors,2,2,Tier-1,Startup,css|html|javascript|node.js|sql|typescript,12.93
Cloud Engineer,1.1,Bachelors,3,0,Tier-2,Product-based,azure|ci/cd|docker|jenkins|python|terraform,10.91
